Разметка,id_level1,level1,id_level2,level2,id_level3,leve3,d_level1,d_level2,d_level3
Для ума,701,Спецпроект / Серебряный университет,1072,ОНЛАЙН Серебряный университет,1204,ОНЛАЙН Няня,"В ходе обучения, обучающиеся изучат способы организации трудовой и досуговой деятельности дошкольников в зависимости от возраста, овладеют методами наблюдения и доврачебного ухода за пациентами с различными заболеваниями, принципами здорового питания, способами оказания социально-психологической поддержки, правилами оказания первой помощи. Особое внимание уделяется составлению онлайн-резюме с целью использования его как перспективной карты профессионального развития.
По окончании обучения выпускники смогут работать няней в детских организациях, больницах, социальных учреждениях, агентствах, которые предоставляют людям услуги ухода за детьми или тяжелобольными родственниками. 
Выдается свидетельство о рабочей профессии «Няня», дающее право на трудоустройство.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,728,"Профессиональное образование по профессии ""Кладовщик""",Программа профессиональной подготовки по профессии «кладовщик».,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,1801,Интернет-маркетинг,Занятия по изучению инструментов продвижения товаров и услуг в Интернете.,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,1802,Компьютерная графика и дизайн,Занятия по изучению создания графических изображений в профильных программах.,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,730,Рабочий зеленого хозяйства,"Программа по изучению особенностей ведения приусадебного хозяйства, правил техники безопасности, обращения с ручным садовым инвентарем, ухода за малыми архитектурными формами.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,491,Менеджер по туризму,"Программа по изучению технологии разработки и продвижения тура, а также методы подбора и продажи туристических туров на основе индивидуального запроса клиента.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,383,Основы тьюторской деятельности,"Программа по обучению выявлению индивидуальных особенностей, интересов, проблем, затруднений обучающихся в процессе образования, а также формированию навыков участия в разработке индивидуальных образовательных маршрутов и проектов.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,380,Социальное предпринимательство,Программа по изучению ключевых вопросов социального предпринимательства и социального проектирования: от поиска идеи до механизма реализации.,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,359,Педагог дополнительного образования,"Программа по изучению основ разработки и реализации досуговых проектов и программ, организации культурно-просветительской работы, создания условий для привлечения населения к культурно-досуговой и творческой деятельности, разработки и реализации сценарных планов досуговых мероприятий.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,356,Предпринимательская деятельность в малом и среднем бизнесе,"Программа по изучению основ рыночной экономики, организационно-правовых форм предпринимательской деятельности, порядка создания микро-, малого и среднего предприятий, правовых основ предпринимательской деятельности, основ бухгалтерского учета и налогообложения, а также по формированию навыков создания собственного дела.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,410,Домашнее обучение и воспитание (гувернерство),"Программа по изучению способов организации и создания условий для развития творческих и интеллектуальных способностей детей, повышения уровня их готовности к обучению в школе, обеспечения комфортных условий домашнего образования и др.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,386,Цифровой куратор (3 уровень),"Программа по получению представления об особенностях работы на различных образовательных мероприятиях, позволяющая работать и консультировать по использованию онлайн-сервисов города, вопросам дистанционной коммуникации, основам безопасности, особенностям применения программного обеспечения.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,529,Менеджер местного сообщества,"Программа по формированию необходимого набора знаний, навыков и компетенций для объединения людей на уровне местных сообществ и их мотивации для эффективного решения общих задач, развития добрососедских отношений между жителями многоквартирных домов.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,414,Изготовитель игровых кукол,Программа по изучению истории изготовления кукол и правил обработки различных материалов.,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,363,Педагогическая деятельность: репетиторство,"Программа по изучению особенностей репетиторской деятельности, а также по приобретению опыта индивидуальной работы с учениками различных возрастных групп.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,513,Экскурсовод,"Программа по изучению технологии экскурсионного дела, овладению основными методиками проведения автобусных, водных и пешеходных экскурсий.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,403,Экскурсоведение,"Программа по изучению методики и технологии проведения экскурсий, вариантов построения маршрутов, видов и форм экскурсионного обслуживания, технических средств обеспечения экскурсионного процесса, наиболее распространенных ошибок, допускаемых экскурсоводами.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,367,Няня,"Программа по изучению способов организации трудовой и досуговой деятельности дошкольников в зависимости от возраста, по овладению методами наблюдения и доврачебного ухода за пациентами с различными заболеваниями.",,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,725,"Профессиональное образование по профессии ""Столяр""",Профессиональное образование по профессии «Столяр»,,
Для ума,701,Спецпроект / Серебряный университет,1725,Серебряный университет,569,"Профессиональное образование по профессии ""Билетный кассир""",Программа профессиональной подготовки по профессии «билетный кассир».,,
Для тела,1731,Спецпроект / Тренировки долголетия (спецпроект по медицинской реабилитации),1732,Тренировки долголетия (спецпроект по медицинской реабилитации),1733,Тренировки долголетия (спецпроект по медицинской реабилитации),"Занятия по основам медицинской реабилитации для людей, перенесших тяжелые заболевания.",,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1126,ОНЛАЙН Современные танцы,"Занятия по изучению основных движений и связок современных танцев с главными элементами направлений модерн 
и контемпорари.",,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1130,ОНЛАЙН Фламенко,Занятия по изучению основных движений и связок испанского танца фламенко.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1123,ОНЛАЙН Латиноамериканские танцы,Занятия по изучению основных движений и связок латиноамериканских танцев.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1121,ОНЛАЙН Классические танцы,Занятия по изучению основных движений и связок классического танца.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1131,ОНЛАЙН Хореография,Занятия по изучению искусства сочинения и сценической постановки танца.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1125,ОНЛАЙН Народные танцы,Занятия по изучению основных движений и связок народно-сценических танцев.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1120,ОНЛАЙН Исторические танцы,Занятия по изучению основных движений и связок в танцах прошлых эпох.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1122,ОНЛАЙН Клубные танцы,"Занятия по изучению основных движений и связок современных танцев, сочетающих элементы различных стилей.",,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1128,ОНЛАЙН Танцевальные вечера,"Занятия по изучению и демонстрации основных движений и связок различных танцевальных видов, техник и направлений.",,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1124,ОНЛАЙН Линейные танцы,Занятия по изучению основных движений и связок линейного танца для ансамбля.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1118,ОНЛАЙН Бальные танцы,Занятия по изучению основных движений и связок в классических бальных танцах.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1119,ОНЛАЙН Восточные танцы,Занятия по изучению основных движений и связок в традиционных восточных танцах.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1129,ОНЛАЙН Танцы для всех,Занятия по изучению основных движений и связок основных танцевальных направлений.,,
Для души,625,Танцы,1058,ОНЛАЙН Танцы,1127,ОНЛАЙН Спортивные танцы,Занятия по изучению основных движений и связок различных видов спортивных танцев.,,
Для души,625,Танцы,624,Танцы,470,Танцевальные вечера,"Занятия по изучению и демонстрации основных движений и связок различных танцевальных видов, техник и направлений.",,
Для души,625,Танцы,624,Танцы,182,Исторические танцы,Занятия по изучению основных движений и связок в танцах прошлых эпох.,,
Для души,625,Танцы,624,Танцы,179,Восточные танцы,Занятия по изучению основных движений и связок в традиционных восточных танцах.,,
Для души,625,Танцы,624,Танцы,143,Латиноамериканские танцы,Занятия по изучению основных движений и связок латиноамериканских танцев.,,
Для души,625,Танцы,624,Танцы,222,Линейные танцы,Занятия по изучению основных движений и связок линейного танца для ансамбля.,,
Для души,625,Танцы,624,Танцы,147,Классические танцы,Занятия по изучению основных движений и связок классического танца.,,
Для души,625,Танцы,624,Танцы,137,Хореография,Занятия по изучению искусства сочинения и сценической постановки танца.,,
Для души,625,Танцы,624,Танцы,426,Фламенко,Занятия по изучению основных движений и связок испанского танца фламенко.,,
Для души,625,Танцы,624,Танцы,149,Народные танцы,Занятия по изучению основных движений и связок народно-сценических танцев.,,
Для души,625,Танцы,624,Танцы,233,Современные танцы,Занятия по изучению основных движений и связок современных танцев с главными элементами направлений модерн и контемпорари.,,
Для души,625,Танцы,624,Танцы,169,Спортивные танцы,Занятия по изучению основных движений и связок различных видов спортивных танцев.,,
Для души,625,Танцы,624,Танцы,474,Клубные танцы,"Занятия по изучению основных движений и связок современных танцев, сочетающих элементы различных стилей.",,
Для души,625,Танцы,624,Танцы,177,Бальные танцы,Занятия по изучению основных движений и связок в классических бальных танцах.,,
Для души,625,Танцы,624,Танцы,112,Танцы для всех,Занятия по изучению движений и связок основных танцевальных направлений.,,
Для души,608,Творчество,607,Домоводство,1790,Организация пространства,"Занятия для всех, кто хочет организовать домашнее пространство и научиться его легко поддерживать",,
Для души,608,Творчество,607,Домоводство,184,Флористика,"Занятия по изучению техник создания флористических работ (букетов, композиций, панно и коллажей) из цветов и других природных материалов.",,
Для души,608,Творчество,607,Домоводство,218,Дизайн интерьера,"Занятия по изучению методик создания интерьера помещений, уюта и удобства в доме.",,
Для души,608,Творчество,607,Домоводство,1685,Дизайн одежды,Занятия по изучению основ моделирования одежды и искусства кройки и шитья.,,
Для души,608,Творчество,607,Домоводство,467,Вторая жизнь вещей,Занятия по изучению техники изготовления изделий из бывших в употреблении вещей.,,
Для души,608,Творчество,607,Домоводство,1028,"Столярное мастерство (изготовление скворечников, синичников и пр.)",Занятия по изучению техник создания уникальных вещей из дерева.,,
Для души,608,Творчество,607,Домоводство,1027,Огород на подоконнике,Занятия по изучению техник выращивания овощей и зелени в домашних условиях.,,
Для души,608,Творчество,607,Домоводство,331,Ландшафтный дизайн,"Занятия по изучению основ благоустройства и озеленения с помощью растений, цветов, газонов и других элементов.",,
Для души,608,Творчество,607,Домоводство,434,Садоводство,"Занятия по изучению техник выращивания декоративных растений, овощей, фруктов и цветов.",,
Для души,608,Творчество,607,Домоводство,170,Кулинарные курсы,"Занятия по изучению кулинарного искусства: комплекс технологий приготовления, необходимое для готовки оборудование, рецепты и оформление блюд.",,
Для души,608,Творчество,612,Красота и стиль,1686,Школа моделей,"Занятия по изучению модельного искусства и искусства дефиле, обучение мастерству создания индивидуального стиля и образа.",,
Для души,608,Творчество,612,Красота и стиль,272,История моды и прически,Занятия по изучению истории моды и парикмахерского искусства.,,
Для души,608,Творчество,612,Красота и стиль,1687,Творческие встречи,"Занятия в формате творческих встреч по различным творческим, спортивным и кулинарным направлениям, полезные лекции и многое другое.",,
Для души,608,Творчество,612,Красота и стиль,329,Мастер-класс по уходу за кожей в зрелом возрасте,Занятия по изучению основ ухода за кожей для людей «серебряного» возраста.,,
Для души,608,Творчество,612,Красота и стиль,459,Школа маникюра,Занятия по изучению маникюрного мастерства: уход и моделирование дизайна ногтей.,,
Для души,608,Творчество,612,Красота и стиль,181,Школа макияжа,Занятия по изучению техник создания индивидуального образа с помощью косметики.,,
Для души,608,Творчество,612,Красота и стиль,454,Уход за волосами,Занятия по изучению основ ухода за волосами.,,
Для души,608,Творчество,610,Литература,500,Литература,Занятия по изучению и обсуждению произведений классической и современной литературы.,,
Для души,608,Творчество,610,Литература,1365,Литературная мастерская,Занятия по изучению писательского мастерства с нуля и основ создания своих текстов через постоянную практику работы в различных жанрах и стилях.,,
Для души,608,Творчество,610,Литература,158,Иное литературное творчество,Занятия по изучению философских и культурологических аспектов литературного творчества.,,
Для души,608,Творчество,610,Литература,464,Поэтические вечера,"Занятия по изучению методик стихосложения, по написанию стихотворений с возможностью публичного чтения.",,
Для души,608,Творчество,610,Литература,223,Художественное слово,"Занятия по умению красиво говорить, четко и ясно выражать свои мысли.",,
Для души,608,Творчество,610,Литература,1025,Английская литература,Занятия по изучению основ и грамматики английского языка с помощью чтения зарубежной литературы.,,
Для души,608,Творчество,611,"Музыка, фольклор",439,Музыка,Занятия по изучению способов усовершенствования музыкальных и вокальных навыков.,,
Для души,608,Творчество,611,"Музыка, фольклор",1026,Фольклор,Занятия по изучению словесного и музыкального народного творчества.,,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1106,ОНЛАЙН Огород на подоконнике,Занятия по изучению техник выращивания овощей и зелени в домашних условиях.,,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1111,ОНЛАЙН Дизайн одежды,Занятия по изучению основ моделирования одежды и искусства кройки и шитья.,,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1104,ОНЛАЙН Дизайн интерьера,"Занятия по изучению методик создания интерьера помещений, уюта и удобства в доме.",,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1108,"ОНЛАЙН Столярное мастерство (изготовление скворечников, синичников и пр.)",Занятия по изучению техник создания уникальных вещей из дерева.,,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1105,ОНЛАЙН Ландшафтный дизайн,"Занятия по изучению основ благоустройства и озеленения с помощью растений, цветов, газонов и других элементов.",,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1109,ОНЛАЙН Флористика,"Занятия по изучению техник создания флористических работ (букетов, композиций, панно и коллажей) из цветов и 
других природных материалов.",,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1110,ОНЛАЙН Кулинарные курсы,"Занятия по изучению кулинарного искусства: комплекс технологий приготовления, необходимое для готовки оборудование, рецепты и оформление блюд.",,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1103,ОНЛАЙН Вторая жизнь вещей,Занятия по изучению техники изготовления изделий из бывших в употреблении вещей.,,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1791,ОНЛАЙН Организация пространства,"Занятия для всех, кто хочет организовать домашнее пространство и научиться его легко поддерживать",,
Для души,608,Творчество,1056,ОНЛАЙН Домоводство,1107,ОНЛАЙН Садоводство,"Занятия по изучению техник выращивания декоративных растений, овощей, фруктов и цветов.",,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1117,ОНЛАЙН Школа маникюра,Занятия по изучению маникюрного мастерства: уход и моделирование дизайна ногтей.,,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1113,ОНЛАЙН Мастер-класс по уходу за кожей в зрелом возрасте,Занятия по изучению основ ухода за кожей для людей серебряного возраста.,,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1116,ОНЛАЙН Школа моделей,"Занятия по изучению модельного искусства и искусства дефиле, обучение мастерству создания индивидуального стиля
и образа.",,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1115,ОНЛАЙН Школа макияжа,Занятия по изучению техник создания индивидуального образа с помощью косметики.,,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1114,ОНЛАЙН Уход за волосами,Занятия по изучению основ ухода за волосами.,,
Для души,608,Творчество,1057,ОНЛАЙН Красота и стиль,1112,ОНЛАЙН История моды и прически,Занятия по изучению истории моды и парикмахерского искусства.,,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1099,ОНЛАЙН Художественное слово,"Занятия по умению красиво говорить, четко и ясно выражать свои мысли.",,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1101,ОНЛАЙН Литературная мастерская,"Занятия по изучению писательского мастерства ""с нуля"" и основ создания своих текстов через постоянную практику работы в различных жанрах и стилях.",,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1097,ОНЛАЙН Литература,Занятия по изучению и обсуждению произведений классической и современной литературы.,,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1096,ОНЛАЙН Английская литература,Занятия по изучению основ и грамматики английского языка с помощью чтения зарубежной литературы.,,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1100,ОНЛАЙН Иное литературное творчество,Занятия по изучению философских и культурологических аспектов литературного творчества.,,
Для души,608,Творчество,1054,ОНЛАЙН Литература,1098,ОНЛАЙН Поэтические вечера,"Занятия по изучению методик стихосложения, написанию стихотворений с возможностью публичного чтения.",,
Для души,608,Творчество,1386,"ОНЛАЙН Музыка, фольклор",1419,ОНЛАЙН Музыка,Занятия по изучению способов усовершенствования музыкальных и вокальных навыков.,,
Для души,608,Творчество,1386,"ОНЛАЙН Музыка, фольклор",1420,ОНЛАЙН Фольклор,Занятия по изучению словесного и музыкального народного творчества.,,
Для души,608,Творчество,1055,ОНЛАЙН Фото/видео,1102,ОНЛАЙН Фотостудия/видеостудия,"Занятия по изучению техники создания фотографий, видеороликов и видеофильмов.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1392,ОНЛАЙН Валяние из шерсти,"Занятия по изучению техник создания объемных игрушек, панно и декоративных элементов из шерсти.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1393,ОНЛАЙН Витражное искусство,Занятия по изучению основ изготовления изделий из цветного стекла.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1475,ОНЛАЙН Фитодизайн,Занятия по изучению искусства использования растений в оформлении интерьеров помещений.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1412,ОНЛАЙН Подарки своими руками,Занятия по изучению техник и способов создания декоративных изделий своими руками.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1721,ОНЛАЙН Художественные промыслы,"Занятия по изучению техник народной росписи например: хохломская, гжельская, мезенская, городецкая. Народные художественные промыслы росписи посуды и других предметов быта.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1401,ОНЛАЙН Изготовление аксессуаров и декоративных украшений,Занятия по изучению техник создания аксессуаров и праздничных украшений своими руками.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1395,ОНЛАЙН Вышивка бисером,"Занятия по изучению искусства украшения бусинами: секреты, схемы и подробные описания разных техник.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1391,ОНЛАЙН Бисероплетение,Занятия по изучению техник создания художественных композиций из бисера и бусин.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1398,ОНЛАЙН Вязание крючком,Занятия по изучению основ вязания крючком по схемам различной сложности.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1405,ОНЛАЙН Карвинг (искусство художественной резки по овощам и фруктам),Занятия по изучению видов художественной резки по овощам и фруктам.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1418,ОНЛАЙН Шары темари,Занятия по изучению техники создания традиционных японских вышитых шаров.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1409,Папье-маше,Занятия по изучению техники изготовления поделок из смеси волокнистых материалов.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1397,ОНЛАЙН Вышивка гладью и крестом,"Занятия по изучению основ вышивания гладью и крестом, видов разных нитей и их использования при создании картин, 
панно, а также в отделке одежды.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1396,ОНЛАЙН Вышивка во французской технике Рококо,Занятия по изучению основ вышивания в стиле модерн с использованием французских узелков и швов Рококо.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1394,ОНЛАЙН Вышивка атласными лентами,Занятия по изучению основ объемной вышивки с помощью цветных шелковых лент.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1410,"ОНЛАЙН Плетение из бумаги, квиллинг, оригами",Занятия по изучению техник изготовления плоских или объемных композиций из скрученных в спираль полосок бумаги.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1403,"ОНЛАЙН Изготовление кукол, игрушек",Занятия по изучению техник изготовления кукол и игрушек своими руками.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1404,ОНЛАЙН Канзаши (японские традиционные женские украшения из атласных лент),Занятия по изучению техники создания японских традиционных женских украшений из атласных лент.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1406,"ОНЛАЙН Керамика (глина, тестопластика)",Занятия по изучению техник изготовления изделий из глины и тестопластика.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1415,ОНЛАЙН Рукоделие и творчество,Занятия по изучению основ рукоделия и создания декоративно-прикладных изделий.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1416,"ОНЛАЙН Текстильный дизайн, кройка и шитье","Занятия по изучению основ дизайна, техник проектирования, изготовления и декорирования изделий.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1414,ОНЛАЙН Роспись по дереву. Художественная обработка древесины,Занятия по изучению способов художественной обработки древесины и росписи по дереву.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1399,ОНЛАЙН Вязание на спицах,Занятия по изучению техник изготовления из пряжи красивых и необходимых в повседневной жизни изделий.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1411,ОНЛАЙН Плетение Фриволите (кружево),Занятия по изучению техники плетения иглой и крючком.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1413,ОНЛАЙН Роспись по шелку (батик),Занятия по изучению техники ручной росписи по шелку.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1408,ОНЛАЙН Макраме,Занятия по изучению техники узелкового плетения.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1400,ОНЛАЙН Декупаж,"Занятия по изучению искусства украшения объектов, а также предметов мебели с помощью бумаги, салфеток и кружев.",,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1407,ОНЛАЙН Лоскутное шитье,Занятия по изучению техник создания цельных текстильных изделий из кусочков ткани.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1417,ОНЛАЙН Тунисское вязание,Занятия по изучению техники создания плотного трикотажного полотна с помощью специального крючка.,,
Для души,608,Творчество,1381,ОНЛАЙН Художественно-прикладное творчество,1402,ОНЛАЙН Изготовление и оформление фотоальбомов (Скрапбукинг),Занятия по изучению основ изготовления и оформления семейных или личных фотоальбомов.,,
Для души,608,Творчество,613,Фото/видео,165,Фотостудия/видеостудия,"Занятия по изучению техники создания фотографий, видеороликов и видеофильмов.",,
